Gene 1,Gene 2,Weight,Network group,cluster
NRXN3,NFIA,0.000455416,Predicted,4,Guan-Troyanskaya-2008 MouseNET
NRXN3,PTPRT,0.001537942,Predicted,4,Guan-Troyanskaya-2008 MouseNET
NRXN3,CSPG5,0.000993665,Predicted,4,Guan-Troyanskaya-2008 MouseNET
NRXN3,NRXN1,0.002716336,Predicted,4,Guan-Troyanskaya-2008 MouseNET
NRXN3,LSAMP,0.001832249,Predicted,4,Guan-Troyanskaya-2008 MouseNET
NRXN3,NTM,0.001708951,Predicted,4,Guan-Troyanskaya-2008 MouseNET
NRXN3,SLC1A2,0.000650855,Predicted,4,Guan-Troyanskaya-2008 MouseNET
NRXN3,SOX6,0.00044171,Predicted,4,Guan-Troyanskaya-2008 MouseNET
NRXN3,PTPRZ1,0.00233325,Predicted,4,Guan-Troyanskaya-2008 MouseNET
NRXN3,APOE,0.000224975,Predicted,4,Guan-Troyanskaya-2008 MouseNET
NRXN3,GPM6B,0.001005053,Predicted,4,Guan-Troyanskaya-2008 MouseNET
NRXN3,CKB,0.001530708,Predicted,4,Guan-Troyanskaya-2008 MouseNET
NRXN3,PLP1,0.000869258,Predicted,4,Guan-Troyanskaya-2008 MouseNET
NRXN3,NLGN1,0.002012623,Predicted,4,Guan-Troyanskaya-2008 MouseNET
MARF1,TRPS1,0.032133467,Predicted,4,Guan-Troyanskaya-2008 MouseNET
MARF1,MSI2,0.077564776,Predicted,4,Guan-Troyanskaya-2008 MouseNET
SLC1A6,NFIA,0.001525821,Predicted,4,Guan-Troyanskaya-2008 MouseNET
SLC1A6,CSPG5,0.002434688,Predicted,4,Guan-Troyanskaya-2008 MouseNET
SLC1A6,RORA,0.001603293,Predicted,4,Guan-Troyanskaya-2008 MouseNET
SLC1A6,PTPRZ1,0.002019441,Predicted,4,Guan-Troyanskaya-2008 MouseNET
SLC1A6,VEGFA,0.000600783,Predicted,4,Guan-Troyanskaya-2008 MouseNET
SLC1A6,CKB,0.000929037,Predicted,4,Guan-Troyanskaya-2008 MouseNET
SLC1A6,PLP1,0.000886888,Predicted,4,Guan-Troyanskaya-2008 MouseNET
SLC4A7,SLC4A4,0.22818635,Predicted,4,Guan-Troyanskaya-2008 MouseNET
SLC4A7,APOE,0.000864233,Predicted,4,Guan-Troyanskaya-2008 MouseNET
GPM6B,NTM,0.015079118,Predicted,4,Conservation profile-Inparanoid
CKB,RORA,0.011869821,Predicted,4,Conservation profile-Inparanoid
GPC6,LSAMP,0.007500568,Predicted,4,Conservation profile-Inparanoid
NLGN1,LSAMP,0.016049445,Predicted,4,Conservation profile-Inparanoid
ATXN1,SLC6A4,0.015823033,Predicted,4,Conservation profile-Inparanoid
NR4A2,ZFHX3,0.014327695,Co-expression,5,
PBX3,ZFHX3,0.01377273,Co-expression,5,
LMO4,NFIA,0.010415223,Co-expression,5,
AGTRAP,ZFHX3,0.008806692,Co-expression,5,
LDB2,HOXB9,0.002452876,Co-expression,5,
LDB2,HOXC8,0.002105034,Co-expression,5,
LDB2,SNCA,0.002347433,Co-expression,5,
FOXP2,SLC38A2,0.020408096,Co-expression,5,
ZFHX4,GPC6,0.007147722,Co-expression,5,
ZFHX4,ZFHX3,0.009069792,Co-expression,5,
ZFHX4,FOXP2,0.006307428,Co-expression,5,
HOXB9,PBX3,0.015328201,Co-expression,5,
HOXC8,PBX3,0.014575047,Co-expression,5,
ZFHX4,ZFHX3,0.009229138,Co-expression,5,
BTG2,NR4A2,0.024691273,Co-expression,5,
RB1,LMO4,0.012543357,Co-expression,5,
LDB2,TCF21,0.00721582,Co-expression,5,
ZFHX4,SLC38A2,0.005692475,Co-expression,5,
BTG2,NR4A2,0.022859765,Co-expression,5,
AGTRAP,ZFHX3,0.0050537,Co-expression,5,
HOXB9,ZFHX4,0.003928298,Co-expression,5,
HOXA9,HOXB8,0.007831711,Co-expression,5,
CNOT8,TCF21,0.017442705,Co-expression,5,
LDB2,ZFHX3,0.007176743,Co-expression,5,
DDX5,NFIA,0.016039046,Co-expression,5,
LMO4,SLC23A2,0.011144491,Co-expression,5,
IAPP,ZFHX4,0.008997336,Co-expression,5,
HOXB9,IAPP,0.004218026,Co-expression,5,
NHSL2,HOXB9,0.005960741,Co-expression,5,
ZFHX4,NFIA,0.009654217,Co-expression,5,
ZFHX4,FOXP2,0.008087458,Co-expression,5,
ZFHX4,SLC23A2,0.003731165,Co-expression,5,
NR4A2,SLC4A10,0.006167539,Co-expression,5,
PITPNB,SLC23A2,0.008734429,Co-expression,5,
TCF21,AGTRAP,0.01024829,Co-expression,5,
WNK4,HOXB9,0.006874411,Co-expression,5,
RB1,SLC12A6,0.016966304,Co-expression,5,
NHSL2,NHSL1,0.015194668,Co-expression,5,
LDB2,PBX3,0.0122871,Co-expression,5,
SLC23A2,PCDH7,0.026867105,Co-expression,5,
STK39,SLC23A2,0.011719045,Co-expression,5,
LMO4,FOXP1,0.007906389,Co-expression,5,
LDB2,LMO4,0.003922155,Co-expression,5,
ZFHX4,GPC6,0.020179028,Co-expression,5,
HOXC8,NFIA,0.009439579,Co-expression,5,
BTG2,NR4A2,0.017015584,Co-expression,5,
LDB2,FOXP1,0.018873388,Co-expression,5,
LDB2,NHSL2,0.013331854,Co-expression,5,
ZFHX4,PCDH7,0.009846464,Co-expression,5,
AGTRAP,SLC23A2,0.013970327,Co-expression,5,
HOXB9,NR4A2,0.011141491,Co-expression,5,
NHSL2,AGTRAP,0.018302994,Co-expression,5,
CNOT7,STK39,0.008484726,Co-expression,5,
LDB2,ZFHX4,0.007246997,Co-expression,5,
PBX3,ZFHX3,0.008267466,Co-expression,5,
TCF21,IAPP,0.003827051,Co-expression,5,
NHSL2,ZFHX3,0.01079501,Co-expression,5,
LMO4,NFIA,0.007395715,Co-expression,5,
HOXB9,PCDH7,0.014642234,Co-expression,5,
HOXC8,HOXA9,0.012231678,Co-expression,5,
NHSL1,COL25A1,0.009349883,Co-expression,5,
NHSL2,HOXC8,0.008168697,Co-expression,5,
CNOT7,RB1,0.008816975,Co-expression,5,
LDB2,NHSL2,0.005714335,Co-expression,5,
DDX5,MSI2,0.002267021,Co-localization,5,
ZFHX4,DDX5,0.002922344,Co-localization,5,
NR4A2,PCDH7,0.01720737,Co-localization,5,
STK39,FOXP1,0.025969535,Co-localization,5,
RELT,BTG2,0.009704252,Co-localization,5,
TCF21,PITPNB,0.006566031,Co-localization,5,
CNOT7,MSI2,0.005851282,Co-localization,5,
CNOT7,DDX5,0.001043962,Co-localization,5,
ZFHX4,ZFHX3,0.028499013,Co-localization,5,
HOXA9,FOXP4,0.015728341,Co-localization,5,
HOXC8,HOXB9,0.03188879,Co-localization,5,
FOXP2,SLC4A10,0.026034294,Other,5,
SLC23A2,MSI2,0.011983961,Other,5,
NHSL1,COL25A1,0.018419629,Other,5,
LDB2,GPC6,0.011211265,Other,5,
FOXP1,SLC23A2,0.006813101,Other,5,
PBX3,SLC23A2,0.00791582,Other,5,
FOXP4,SLC23A2,0.012283758,Other,5,
HOXB8,BTG2,0.02251471,Other,5,
HOXB8,LMO4,0.03704046,Other,5,
TCF21,SLC23A2,0.007032194,Other,5,
HOXA9,HOXB9,0.041427538,Other,5,
CDKN1C,HOXB9,0.005064247,Other,5,
CDKN1C,TCF21,0.003668409,Other,5,
CDKN1C,HOXA9,0.005069857,Other,5,
RB1,FOXP2,0.00143217,Other,5,
RB1,SLC23A2,0.001413675,Other,5,
RB1,LMO4,0.003155389,Other,5,
RB1,SLC12A6,0.001843839,Other,5,
RB1,HOXB8,0.002691506,Other,5,
RB1,CDKN1C,0.001183166,Other,5,
FOXP1,FOXP2,0.4412502,Predicted,5,
FOXP4,FOXP2,0.5505102,Predicted,5,
FOXP4,FOXP1,0.4412502,Predicted,5,
SLC12A6,STK39,0.38156387,Predicted,5,
RELT,STK39,0.35548192,Predicted,5,
IAPP,COL25A1,0.34360042,Predicted,5,
HOXB8,PBX3,0.2829735,Predicted,5,
PITPNB,LMO4,0.42177227,Predicted,5,
AGTRAP,PBX3,0.30075738,Predicted,5,
HOXB9,BTG2,0.274702,Predicted,5,
TCF21,LMO4,0.2830011,Predicted,5,
WNK4,STK39,0.14063996,Predicted,5,
HOXA9,PBX3,0.18684785,Predicted,5,
HOXC8,BTG2,0.22396642,Predicted,5,
CDKN1C,NR4A2,0.20458138,Predicted,5,
RB1,BNC2,0.17196782,Predicted,5,
CNOT8,BTG2,0.15181704,Predicted,5,
SNCA,COL25A1,0.13786623,Predicted,5,
CNOT7,BTG2,0.13814117,Predicted,5,
LDB2,LMO4,0.15475695,Predicted,5,
LMO4,PBX3,0.057922475,Predicted,5,
TCF21,PITPNB,0.084658094,Predicted,5,
HOXC8,HOXB9,0.025513804,Predicted,5,
CNOT8,HOXB9,0.116911925,Predicted,5,
CNOT8,HOXC8,0.11976775,Predicted,5,
CNOT7,HOXB9,0.01810448,Predicted,5,
CNOT7,HOXC8,0.01854688,Predicted,5,
CNOT7,RB1,0.003675807,Predicted,5,
CNOT7,CNOT8,0.1932571,Predicted,5,
LDB2,PITPNB,0.07790398,Predicted,5,
LDB2,TCF21,0.028838519,Predicted,5,
FOXP1,FOXP2,0.25447905,Predicted,5,
FOXP4,FOXP2,0.4663326,Predicted,5,
FOXP4,FOXP1,0.40737402,Predicted,5,
HOXB8,PBX3,0.54525036,Predicted,5,
AGTRAP,PBX3,0.22957782,Predicted,5,
HOXB9,BTG2,0.20125651,Predicted,5,
WNK4,STK39,0.6465037,Predicted,5,
HOXA9,PBX3,0.20720963,Predicted,5,
HOXC8,BTG2,0.13834684,Predicted,5,
CNOT8,BTG2,0.13367736,Predicted,5,
CNOT7,BTG2,0.115904,Predicted,5,
ZFHX4,ZFHX3,0.03191135,Shared protein domains,5,
FOXP1,FOXP2,0.023447426,Shared protein domains,5,
PBX3,ZFHX3,0.011988536,Shared protein domains,5,
PBX3,ZFHX4,0.011988536,Shared protein domains,5,
FOXP4,FOXP2,0.023447929,Shared protein domains,5,
FOXP4,FOXP1,0.023429213,Shared protein domains,5,
WNK4,STK39,0.020056479,Shared protein domains,5,
HOXA9,HOXB9,0.058968294,Shared protein domains,5,
HOXC8,HOXB8,0.013173536,Shared protein domains,5,
NHSL1,NHS,0.5,Shared protein domains,5,
NHSL2,NHS,0.5,Shared protein domains,5,
NHSL2,NHSL1,0.5,Shared protein domains,5,
CNOT7,CNOT8,0.054094523,Shared protein domains,5,
CCDC85A,NTNG1,0.014798944,Co-expression,6,
CCDC85A,PPFIA2,0.014887849,Co-expression,6,
CCDC85A,VPS13C,0.017208194,Co-expression,6,
CCDC85A,BTBD9,0.013749306,Co-expression,6,
ERC2,LRRTM4,0.007413073,Co-expression,6,
NEGR1,LRRTM4,0.007514144,Co-expression,6,
NEGR1,DAB1,0.007144012,Co-expression,6,
NEGR1,ERC2,0.002324469,Co-expression,6,
VPS13A,DOCK10,0.009215209,Co-expression,6,
PCDH20,NTNG1,0.026042005,Co-expression,6,
PCDH20,PPFIA2,0.023584738,Co-expression,6,
PCDH20,BTBD9,0.018124951,Co-expression,6,
PCDH20,CCDC85A,0.014374649,Co-expression,6,
C1QL2,NTNG1,0.0281986,Co-expression,6,
C1QL2,PPFIA2,0.022552067,Co-expression,6,
C1QL2,BTBD9,0.024010105,Co-expression,6,
C1QL2,CCDC85A,0.013064183,Co-expression,6,
C1QL2,PCDH20,0.021465747,Co-expression,6,
CLSTN2,NTNG1,0.013738996,Co-expression,6,
CLSTN2,PPFIA2,0.014124432,Co-expression,6,
CLSTN2,VPS13C,0.013915406,Co-expression,6,
CLSTN2,BTBD9,0.011819772,Co-expression,6,
CLSTN2,CCDC85A,0.010674357,Co-expression,6,
CLSTN2,PCDH20,0.012567393,Co-expression,6,
CLSTN2,C1QL2,0.010796989,Co-expression,6,
SCN3B,NTNG1,0.017222088,Co-expression,6,
SCN3B,PPFIA2,0.018329395,Co-expression,6,
SCN3B,BTBD9,0.014932093,Co-expression,6,
SCN3B,CCDC85A,0.013119935,Co-expression,6,
SCN3B,ERC2,0.005585679,Co-expression,6,
SCN3B,PCDH20,0.017857697,Co-expression,6,
SCN3B,C1QL2,0.015571387,Co-expression,6,
JPH3,ERC2,0.00366293,Co-expression,6,
EPHA7,NTNG1,0.018721871,Co-expression,6,
EPHA7,PPFIA2,0.020897392,Co-expression,6,
EPHA7,BTBD9,0.02002542,Co-expression,6,
EPHA7,CCDC85A,0.012797694,Co-expression,6,
EPHA7,PCDH20,0.018930815,Co-expression,6,
EPHA7,C1QL2,0.024296712,Co-expression,6,
EPHA7,CLSTN2,0.010445828,Co-expression,6,
EPHA7,SCN3B,0.016746834,Co-expression,6,
EPHA6,NTNG1,0.019815268,Co-expression,6,
EPHA6,PPFIA2,0.020072868,Co-expression,6,
EPHA6,BTBD9,0.019836018,Co-expression,6,
EPHA6,CCDC85A,0.012890318,Co-expression,6,
EPHA6,PCDH20,0.020714201,Co-expression,6,
EPHA6,C1QL2,0.020878285,Co-expression,6,
EPHA6,CLSTN2,0.010246059,Co-expression,6,
EPHA6,SCN3B,0.01722985,Co-expression,6,
EPHA6,EPHA7,0.019868169,Co-expression,6,
KCTD4,PPFIA2,0.017566891,Co-expression,6,
KCTD4,BTBD9,0.017099062,Co-expression,6,
KCTD4,CCDC85A,0.013160404,Co-expression,6,
KCTD4,ERC2,0.005163787,Co-expression,6,
KCTD4,PCDH20,0.017308975,Co-expression,6,
KCTD4,C1QL2,0.016202256,Co-expression,6,
KCTD4,SCN3B,0.01533353,Co-expression,6,
KCTD4,EPHA7,0.016881714,Co-expression,6,
KCTD4,EPHA6,0.017003067,Co-expression,6,
SERTM1,NTNG1,0.01532431,Co-expression,6,
SERTM1,PPFIA2,0.0164,Co-expression,6,
SERTM1,BTBD9,0.017247245,Co-expression,6,
SERTM1,CCDC85A,0.01237254,Co-expression,6,
SERTM1,PCDH20,0.01642735,Co-expression,6,
SERTM1,C1QL2,0.016746365,Co-expression,6,
SERTM1,CLSTN2,0.009631122,Co-expression,6,
SERTM1,SCN3B,0.013326732,Co-expression,6,
SERTM1,EPHA7,0.015956966,Co-expression,6,
SERTM1,EPHA6,0.016168587,Co-expression,6,
SERTM1,KCTD4,0.016032325,Co-expression,6,
GLIS3,TRPM3,0.014308741,Co-expression,6,
GLIS3,JPH1,0.014146962,Co-expression,6,
KCNC3,SLIT1,0.010482873,Co-expression,6,
NEGR1,ERC2,0.008393532,Co-expression,6,
RYR2,PROX1,0.018892718,Co-expression,6,
ITGB1BP1,AHCYL2,0.011680602,Co-expression,6,
CLSTN2,DGKH,0.01490723,Co-expression,6,
CLSTN2,NEGR1,0.008124319,Co-expression,6,
SCN3B,DAB1,0.010739733,Co-expression,6,
KCTD4,RFX3,0.011853065,Co-expression,6,
ZFPM2,MMP16,0.019133225,Co-expression,6,
PROX1,MMP16,0.0201349,Co-expression,6,
JPH3,RYR2,0.004694597,Co-expression,6,
EPHA6,RYR3,0.015378539,Co-expression,6,
MMP16,KCNC3,0.01537631,Co-expression,6,
RYR2,LYST,0.016983462,Co-expression,6,
JPH3,VPS13C,0.017149579,Co-expression,6,
LYST,AHCYL2,0.010550973,Co-expression,6,
PROX1,MYCBP2,0.009230873,Co-expression,6,
ITGB1BP1,VPS13C,0.013066313,Co-expression,6,
RYR3,MYCBP2,0.014935785,Co-expression,6,
JPH3,MYCBP2,0.00979246,Co-expression,6,
EPHA7,MMP16,0.007950732,Co-expression,6,
ZFPM2,MMP16,0.01494716,Co-expression,6,
ZFPM2,VPS13C,0.012838636,Co-expression,6,
JPH3,PROX1,0.006767338,Co-expression,6,
EPHA7,RYR3,0.028209295,Co-expression,6,
EPHA6,VPS13C,0.009911574,Co-expression,6,
GLIS3,RFX3,0.023669664,Co-expression,6,
SCN3B,KIRREL3,0.020451583,Co-expression,6,
AKAP6,RYR2,0.013907669,Co-expression,6,
ZFPM2,KCNC3,0.014439834,Co-expression,6,
JPH3,DAB1,0.008212669,Co-expression,6,
JPH3,MYCBP2,0.006395569,Co-expression,6,
JPH3,MMP16,0.008715686,Co-expression,6,
JPH3,RYR3,0.006694355,Co-expression,6,
EPHA7,JPH3,0.006561304,Co-expression,6,
EPHA6,DAB1,0.017371302,Co-expression,6,
EPHA6,EPHA7,0.015759977,Co-expression,6,
ZFPM2,VPS13C,0.006399497,Co-expression,6,
ZFPM2,KCNC3,0.004869002,Co-expression,6,
ITGB1BP1,MMP16,0.008824455,Co-expression,6,
ERC2,LRRTM4,0.0082371,Co-expression,6,
NEGR1,ERC2,0.005141709,Co-expression,6,
RYR2,ZFPM2,0.012622681,Co-expression,6,
AHCYL1,DAB1,0.017435333,Co-expression,6,
PCDH20,NEGR1,0.009894709,Co-expression,6,
KCTD4,PCDH20,0.01941302,Co-expression,6,
SERTM1,DAB1,0.011865435,Co-expression,6,
SERTM1,PCDH20,0.014218977,Co-expression,6,
CCDC85A,NTNG1,0.009129663,Co-expression,6,
PCDH20,NTNG1,0.011547629,Co-expression,6,
CLSTN2,SLIT1,0.008659672,Co-expression,6,
SCN3B,NTNG1,0.004870785,Co-expression,6,
SCN3B,PCDH20,0.014234376,Co-expression,6,
RYR3,SCN3B,0.009338833,Co-expression,6,
EPHA7,NTNG1,0.011707464,Co-expression,6,
KCTD4,JPH1,0.007856321,Co-expression,6,
KCTD4,MMP16,0.011190531,Co-expression,6,
KIRREL3,PPFIA2,0.009064194,Co-localization,6,
CACNA1D,PPFIA2,0.012219715,Co-localization,6,
ZFPM2,RFX3,0.01866166,Co-localization,6,
AHCYL1,AHCYL2,0.013780875,Co-localization,6,
VPS13A,BTBD9,0.018034901,Co-localization,6,
PCDH20,PPFIA2,0.011667727,Co-localization,6,
C1QL2,BTBD9,0.02392592,Co-localization,6,
C1QL2,PCDH20,0.026290132,Co-localization,6,
SCN3B,PPFIA2,0.011596823,Co-localization,6,
SCN3B,CLSTN2,0.014556812,Co-localization,6,
JPH3,KIRREL3,0.007654895,Co-localization,6,
JPH3,MMP16,0.009442722,Co-localization,6,
JPH3,SCN3B,0.009638398,Co-localization,6,
RFX6,DAB1,0.006244106,Co-localization,6,
EPHA7,MMP16,0.028362105,Co-localization,6,
EPHA7,C1QL2,0.024722183,Co-localization,6,
KCTD4,CCDC85A,0.019296166,Co-localization,6,
KCTD4,C1QL2,0.02714433,Co-localization,6,
SLIT1,RFX3,0.015198537,Co-localization,6,
ERC2,KIRREL3,0.004004328,Co-localization,6,
RYR2,ERC2,0.00531847,Co-localization,6,
ZFP236,MAML3,0.012706279,Co-localization,6,
C1QL2,RFX3,0.010640172,Co-localization,6,
CLSTN2,CACNA1D,0.022534734,Co-localization,6,
SCN3B,CACNA1D,0.011513714,Co-localization,6,
SCN3B,ERC2,0.009919597,Co-localization,6,
SCN3B,CLSTN2,0.012744449,Co-localization,6,
JPH3,KIRREL3,0.003034552,Co-localization,6,
JPH3,CCDC85A,0.003976896,Co-localization,6,
JPH3,ERC2,0.00272888,Co-localization,6,
JPH3,ZFP236,0.002579302,Co-localization,6,
JPH3,AKAP6,0.004146829,Co-localization,6,
KIRREL3,LRRTM4,0.021297038,Co-localization,6,
LYST,TIAM1,0.006859899,Other,6,
CACNA1D,TRPM3,0.009225925,Predicted,6,
SLIT1,LRRTM4,0.003361484,Predicted,6,
TIAM1,DOCK10,0.003524856,Predicted,6,
KCNC3,TRPM3,0.008705106,Predicted,6,
KCNC3,CACNA1D,0.008315271,Predicted,6,
ERC2,PPFIA2,0.069707006,Predicted,6,
ZFPM2,GLIS3,0.002240268,Predicted,6,
NEGR1,KIRREL3,0.004205811,Predicted,6,
RYR2,TRPM3,0.005276398,Predicted,6,
RYR2,CACNA1D,0.006097836,Predicted,6,
RYR2,KCNC3,0.004274986,Predicted,6,
AHCYL1,AHCYL2,0.82545304,Predicted,6,
VPS13A,VPS13C,0.3392099,Predicted,6,
ZFP236,GLIS3,0.002237992,Predicted,6,
ZFP236,ZFPM2,0.002039731,Predicted,6,
VPS13D,VPS13C,0.2423438,Predicted,6,
VPS13D,VPS13A,0.0445879,Predicted,6,
PROX2,PROX1,0.29697308,Predicted,6,
ITGB1BP1,DAB1,0.23078609,Predicted,6,
SAMD9L,PPFIA2,0.16889329,Predicted,6,
CLSTN2,PCDH20,0.008885434,Predicted,6,
SCN3B,KIRREL3,0.005806715,Predicted,6,
RYR3,TRPM3,0.010043567,Predicted,6,
RYR3,CACNA1D,0.008823317,Predicted,6,
RYR3,KCNC3,0.008075663,Predicted,6,
RYR3,RYR2,0.008564807,Predicted,6,
AHCY,AHCYL2,0.14933132,Predicted,6,
AHCY,AHCYL1,0.14762856,Predicted,6,
AKAP6,ERC2,0.1273564,Predicted,6,
AKAP6,RYR2,0.01773784,Predicted,6,
JPH3,JPH1,0.10295588,Predicted,6,
RFX6,RFX3,0.10080637,Predicted,6,
EPHA7,PPFIA2,0.006193265,Predicted,6,
EPHA6,PPFIA2,0.006441325,Predicted,6,
EPHA6,EPHA7,0.003486129,Predicted,6,
KCTD4,KCNC3,0.011181934,Predicted,6,
CACNA1D,RFX3,0.018121224,Predicted,6,
TIAM1,KIRREL3,0.01608993,Predicted,6,
NEGR1,TIAM1,0.015405849,Predicted,6,
CLSTN2,KIRREL3,0.015367775,Predicted,6,
JPH3,PPFIA2,0.0148521,Predicted,6,
EPHA6,EPHA7,0.012083485,Predicted,6,
RFX3,JPH1,0.000676806,Predicted,6,
CCDC85A,KIRREL3,0.002368703,Predicted,6,
CACNA1D,RFX3,0.000954654,Predicted,6,
KCNC3,SLIT1,0.002065869,Predicted,6,
ERC2,PPFIA2,0.025873752,Predicted,6,
ERC2,KIRREL3,0.003090566,Predicted,6,
ERC2,CCDC85A,0.001804629,Predicted,6,
ERC2,SLIT1,0.000975026,Predicted,6,
MYCBP2,KIRREL3,0.001672703,Predicted,6,
MYCBP2,CACNA1D,0.000973446,Predicted,6,
MYCBP2,ERC2,0.001384177,Predicted,6,
MMP16,RFX3,0.001585181,Predicted,6,
MMP16,KCNC3,0.002843006,Predicted,6,
ZFPM2,JPH1,0.001109999,Predicted,6,
ZFPM2,RFX3,0.000849802,Predicted,6,
ZFPM2,CACNA1D,0.00082678,Predicted,6,
LYST,CACNA1D,0.00033666,Predicted,6,
LYST,SLIT1,0.000733059,Predicted,6,
LYST,TIAM1,0.000794574,Predicted,6,
PROX1,RFX3,0.000493704,Predicted,6,
PROX1,CACNA1D,0.000621758,Predicted,6,
PROX1,SLIT1,0.000551434,Predicted,6,
PROX1,ZFPM2,0.000628408,Predicted,6,
PROX1,LYST,0.000321893,Predicted,6,
RYR2,ERC2,0.003692565,Predicted,6,
ZFP236,MAML3,0.96910155,Predicted,6,
CLSTN2,KIRREL3,0.003116586,Predicted,6,
CLSTN2,CCDC85A,0.004703037,Predicted,6,
CLSTN2,ERC2,0.002610998,Predicted,6,
SCN3B,KIRREL3,0.001195347,Predicted,6,
SCN3B,CCDC85A,0.001512699,Predicted,6,
SCN3B,CACNA1D,0.000823046,Predicted,6,
SCN3B,ERC2,0.001394829,Predicted,6,
SCN3B,CLSTN2,0.00345076,Predicted,6,
RYR3,RYR2,0.40621915,Predicted,6,
AKAP6,KIRREL3,0.001406964,Predicted,6,
AKAP6,CCDC85A,0.001100013,Predicted,6,
AKAP6,ERC2,0.001379093,Predicted,6,
AKAP6,NEGR1,0.001627989,Predicted,6,
AKAP6,RYR2,0.014782478,Predicted,6,
AKAP6,CLSTN2,0.002049614,Predicted,6,
AKAP6,SCN3B,0.001427245,Predicted,6,
JPH3,JPH1,0.001241047,Predicted,6,
JPH3,KIRREL3,0.001544534,Predicted,6,
JPH3,CCDC85A,0.001460374,Predicted,6,
JPH3,SLIT1,0.002470266,Predicted,6,
JPH3,KCNC3,0.001244009,Predicted,6,
JPH3,ERC2,0.001539855,Predicted,6,
JPH3,PROX1,0.000434012,Predicted,6,
JPH3,AKAP6,0.00076153,Predicted,6,
RFX6,RFX3,0.01235004,Predicted,6,
EPHA7,SLIT1,0.00196498,Predicted,6,
EPHA7,PROX1,0.000714931,Predicted,6,
EPHA7,JPH3,0.002323295,Predicted,6,
EPHA6,JPH3,0.005090022,Predicted,6,
KIRREL3,BTBD9,0.001965957,Predicted,6,
SLIT1,BTBD9,0.000555104,Predicted,6,
MYCBP2,TIAM1,0.014731308,Predicted,6,
MMP16,DAB1,0.015772471,Predicted,6,
ITGB1BP1,DAB1,0.015899224,Predicted,6,
ITGB1BP1,MMP16,0.030171067,Predicted,6,
AKAP6,RYR2,0.017553857,Predicted,6,
AKAP6,VPS13A,0.007402308,Predicted,6,
AKAP6,RYR3,0.09812183,Predicted,6,
RFX6,RFX3,0.039162952,Predicted,6,
BRINP3,VWC2L,0.005987812,Co-expression,7,
DPP10,LRRTM3,0.010090892,Co-expression,7,
DPP10,ARPP21,0.008680459,Co-expression,7,
TENM2,BRINP3,0.010407623,Co-expression,7,
DLG1,TSHZ3,0.01178009,Co-expression,7,
FEZF2,ARPP21,0.012381799,Co-expression,7,
FEZF2,VWC2L,0.007343388,Co-expression,7,
FEZF2,BRINP3,0.00548188,Co-expression,7,
FEZF2,TENM2,0.0128185,Co-expression,7,
TENM3,RUNX1T1,0.0192451,Co-expression,7,
ELAVL4,TSHZ3,0.005868226,Co-expression,7,
ELAVL4,TENM2,0.013234884,Co-expression,7,
ELAVL4,KHDRBS2,0.010112206,Co-expression,7,
GRM8,NTNG1,0.014088702,Co-expression,7,
GRM8,VWC2L,0.007246801,Co-expression,7,
GRM8,KHDRBS2,0.011105726,Co-expression,7,
TENM1,ARPP21,0.017261164,Co-expression,7,
TENM1,BRINP3,0.007612821,Co-expression,7,
TENM1,TENM2,0.018905004,Co-expression,7,
TENM1,FEZF2,0.009602141,Co-expression,7,
TENM1,ELAVL4,0.009258535,Co-expression,7,
SGCG,SGCD,0.007659683,Co-expression,7,
SGCG,SGCB,0.007234958,Co-expression,7,
TENM4,TSHZ2,0.014517566,Co-expression,7,
R3HDM1,LRRTM3,0.025288321,Co-expression,7,
R3HDM2,TSHZ3,0.008920992,Co-expression,7,
BRINP1,LRRTM3,0.009522484,Co-expression,7,
BRINP1,DPP10,0.003663525,Co-expression,7,
BRINP1,TENM1,0.006507558,Co-expression,7,
DPP6,VWC2L,0.008812585,Co-expression,7,
DPP6,TENM2,0.015104489,Co-expression,7,
DPP6,TENM1,0.010922074,Co-expression,7,
BRINP2,DPP10,0.00577226,Co-expression,7,
NR2E1,NTNG1,0.028060926,Co-expression,7,
NR2E1,VWC2L,0.013600771,Co-expression,7,
NR2E1,FEZF2,0.010441276,Co-expression,7,
NR2E1,GRM8,0.013215005,Co-expression,7,
TENM2,NR4A2,0.012257339,Co-expression,7,
TENM2,RUNX1T1,0.008741661,Co-expression,7,
KCNMA1,NR4A2,0.009291236,Co-expression,7,
KCNMA1,TENM2,0.005285167,Co-expression,7,
FEZF2,NR4A2,0.02099987,Co-expression,7,
FEZF2,TENM2,0.00965548,Co-expression,7,
TENM3,RUNX1T1,0.016724901,Co-expression,7,
TENM3,TENM2,0.011216281,Co-expression,7,
SGCG,SGCB,0.010438096,Co-expression,7,
TENM4,TENM2,0.012568597,Co-expression,7,
R3HDM1,KCNMA1,0.005655481,Co-expression,7,
R3HDM1,FEZF2,0.010724643,Co-expression,7,
CBFA2T2,RUNX1T1,0.019029172,Co-expression,7,
NRG1,NTNG1,0.018032823,Co-expression,7,
UNC80,RIMS2,0.008083844,Co-expression,7,
DPP10,BRINP3,0.011856774,Co-expression,7,
TENM3,TOX,0.013706527,Co-expression,7,
TENM3,RUNX1T1,0.012572471,Co-expression,7,
ELAVL4,BCL11A,0.01063735,Co-expression,7,
ELAVL4,TOX,0.010098483,Co-expression,7,
ELAVL4,TENM3,0.006465932,Co-expression,7,
SGCG,SGCB,0.00763896,Co-expression,7,
