Gene 1,Gene 2,Weight,Network group,Network,cluster
ATF3,ZFP36,0.009416916,Co-expression,Wang-Cheung-2015,10
EGR2,CCNL1,0.012970671,Co-expression,Wang-Cheung-2015,10
EGR2,KDM7A,0.015190921,Co-expression,Wang-Cheung-2015,10
EGR2,EGR1,0.016107988,Co-expression,Wang-Cheung-2015,10
EGR2,EGR3,0.015526187,Co-expression,Wang-Cheung-2015,10
EGR2,JUNB,0.007801094,Co-expression,Wang-Cheung-2015,10
EGR2,FOS,0.018480362,Co-expression,Wang-Cheung-2015,10
EGR2,FOSB,0.011939069,Co-expression,Wang-Cheung-2015,10
EGR2,ZFP36,0.008342983,Co-expression,Wang-Cheung-2015,10
IER2,NR4A3,0.009589882,Co-expression,Wang-Cheung-2015,10
IER2,KDM6B,0.008115406,Co-expression,Wang-Cheung-2015,10
IER2,TIPARP,0.003183968,Co-expression,Wang-Cheung-2015,10
IER2,EGR1,0.006402955,Co-expression,Wang-Cheung-2015,10
IER2,EGR3,0.007649544,Co-expression,Wang-Cheung-2015,10
IER2,NR4A2,0.009151682,Co-expression,Wang-Cheung-2015,10
IER2,JUNB,0.006205477,Co-expression,Wang-Cheung-2015,10
IER2,FOS,0.007046504,Co-expression,Wang-Cheung-2015,10
IER2,NR4A1,0.011205875,Co-expression,Wang-Cheung-2015,10
IER2,FOSB,0.007578068,Co-expression,Wang-Cheung-2015,10
IER2,ZFP36,0.006091586,Co-expression,Wang-Cheung-2015,10
IER2,DUSP1,0.005643832,Co-expression,Wang-Cheung-2015,10
IER2,ATF3,0.007454981,Co-expression,Wang-Cheung-2015,10
IER2,EGR2,0.007858744,Co-expression,Wang-Cheung-2015,10
CYR61,NR4A2,0.01236589,Co-expression,Wang-Cheung-2015,10
CYR61,ZFP36,0.007748345,Co-expression,Wang-Cheung-2015,10
CYR61,DUSP1,0.007379407,Co-expression,Wang-Cheung-2015,10
CYR61,ATF3,0.010375652,Co-expression,Wang-Cheung-2015,10
CYR61,IER2,0.007901617,Co-expression,Wang-Cheung-2015,10
MAFF,KDM6B,0.007014987,Co-expression,Wang-Cheung-2015,10
MAFF,TIPARP,0.002577971,Co-expression,Wang-Cheung-2015,10
MAFF,EGR3,0.006228349,Co-expression,Wang-Cheung-2015,10
MAFF,NR4A2,0.006810715,Co-expression,Wang-Cheung-2015,10
MAFF,JUNB,0.005106316,Co-expression,Wang-Cheung-2015,10
MAFF,NR4A1,0.008659641,Co-expression,Wang-Cheung-2015,10
MAFF,FOSB,0.005940042,Co-expression,Wang-Cheung-2015,10
MAFF,ZFP36,0.004419299,Co-expression,Wang-Cheung-2015,10
MAFF,DUSP1,0.004567671,Co-expression,Wang-Cheung-2015,10
MAFF,EGR2,0.005957703,Co-expression,Wang-Cheung-2015,10
MAFF,IER2,0.004841046,Co-expression,Wang-Cheung-2015,10
MAFF,CYR61,0.006288012,Co-expression,Wang-Cheung-2015,10
HBEGF,KDM6B,0.018940028,Co-expression,Wang-Cheung-2015,10
HBEGF,TIPARP,0.006058767,Co-expression,Wang-Cheung-2015,10
HBEGF,JUNB,0.014231523,Co-expression,Wang-Cheung-2015,10
HBEGF,FOSB,0.017939964,Co-expression,Wang-Cheung-2015,10
HBEGF,IER2,0.009731848,Co-expression,Wang-Cheung-2015,10
HBEGF,MAFF,0.008862227,Co-expression,Wang-Cheung-2015,10
SIK1,NR4A3,0.01195808,Co-expression,Wang-Cheung-2015,10
SIK1,KDM6B,0.011550739,Co-expression,Wang-Cheung-2015,10
SIK1,TIPARP,0.003689657,Co-expression,Wang-Cheung-2015,10
SIK1,EGR3,0.009108214,Co-expression,Wang-Cheung-2015,10
SIK1,BTG2,0.012796198,Co-expression,Wang-Cheung-2015,10
SIK1,JUNB,0.008706661,Co-expression,Wang-Cheung-2015,10
SIK1,NR4A1,0.014521408,Co-expression,Wang-Cheung-2015,10
SIK1,FOSB,0.010494586,Co-expression,Wang-Cheung-2015,10
SIK1,EGR2,0.008453885,Co-expression,Wang-Cheung-2015,10
SIK1,IER2,0.006124199,Co-expression,Wang-Cheung-2015,10
SIK1,MAFF,0.005289589,Co-expression,Wang-Cheung-2015,10
SIK1,HBEGF,0.015162781,Co-expression,Wang-Cheung-2015,10
GADD45B,KDM6B,0.009299665,Co-expression,Wang-Cheung-2015,10
GADD45B,TIPARP,0.004445016,Co-expression,Wang-Cheung-2015,10
GADD45B,BDNF,0.007738724,Co-expression,Wang-Cheung-2015,10
GADD45B,JUNB,0.008165502,Co-expression,Wang-Cheung-2015,10
GADD45B,NR4A1,0.01471305,Co-expression,Wang-Cheung-2015,10
GADD45B,FOSB,0.009787424,Co-expression,Wang-Cheung-2015,10
GADD45B,DUSP1,0.006590379,Co-expression,Wang-Cheung-2015,10
GADD45B,ATF3,0.00937203,Co-expression,Wang-Cheung-2015,10
GADD45B,HBEGF,0.013635444,Co-expression,Wang-Cheung-2015,10
GADD45B,SIK1,0.008142138,Co-expression,Wang-Cheung-2015,10
PPP1R15A,TIPARP,0.003218056,Co-expression,Wang-Cheung-2015,10
PPP1R15A,DUSP1,0.00560112,Co-expression,Wang-Cheung-2015,10
PPP1R15A,IER2,0.004835018,Co-expression,Wang-Cheung-2015,10
PPP1R15A,CYR61,0.007604704,Co-expression,Wang-Cheung-2015,10
PPP1R15A,JUN,0.011827804,Co-expression,Wang-Cheung-2015,10
MYC,EGR1,0.010257481,Co-expression,Wang-Cheung-2015,10
MYC,EGR2,0.013344903,Co-expression,Wang-Cheung-2015,10
MYC,IER2,0.006396175,Co-expression,Wang-Cheung-2015,10
MYC,CYR61,0.013803576,Co-expression,Wang-Cheung-2015,10
MYC,MAFF,0.006499389,Co-expression,Wang-Cheung-2015,10
CEBPD,CCNL1,0.014543489,Co-expression,Wang-Cheung-2015,10
CEBPD,EGR1,0.011975503,Co-expression,Wang-Cheung-2015,10
CEBPD,EGR3,0.009952857,Co-expression,Wang-Cheung-2015,10
CEBPD,NR4A2,0.01841974,Co-expression,Wang-Cheung-2015,10
CEBPD,FOS,0.015558863,Co-expression,Wang-Cheung-2015,10
CEBPD,ZFP36,0.009849055,Co-expression,Wang-Cheung-2015,10
CEBPD,ATF3,0.013078067,Co-expression,Wang-Cheung-2015,10
CEBPD,IER2,0.006392007,Co-expression,Wang-Cheung-2015,10
PER2,EGR1,0.01958926,Co-expression,Wang-Cheung-2015,10
PER2,EGR3,0.016797438,Co-expression,Wang-Cheung-2015,10
PER2,FOS,0.021020966,Co-expression,Wang-Cheung-2015,10
PER2,EGR2,0.023263428,Co-expression,Wang-Cheung-2015,10
DUSP2,KDM6B,0.012794199,Co-expression,Wang-Cheung-2015,10
DUSP2,EGR1,0.012222501,Co-expression,Wang-Cheung-2015,10
DUSP2,EGR3,0.01382973,Co-expression,Wang-Cheung-2015,10
DUSP2,IER2,0.008154214,Co-expression,Wang-Cheung-2015,10
DUSP2,MAFF,0.006812463,Co-expression,Wang-Cheung-2015,10
DUSP2,SIK1,0.010971625,Co-expression,Wang-Cheung-2015,10
JUND,PRKCA,0.008220641,Co-expression,Wang-Cheung-2015,10
JUND,NR4A3,0.005745847,Co-expression,Wang-Cheung-2015,10
JUND,KDM6B,0.003705082,Co-expression,Wang-Cheung-2015,10
JUND,TIPARP,0.00202219,Co-expression,Wang-Cheung-2015,10
JUND,BTG2,0.005406396,Co-expression,Wang-Cheung-2015,10
JUND,PBX3,0.002424112,Co-expression,Wang-Cheung-2015,10
JUND,JUNB,0.003067233,Co-expression,Wang-Cheung-2015,10
JUND,NR4A1,0.005584349,Co-expression,Wang-Cheung-2015,10
JUND,DUSP1,0.003234161,Co-expression,Wang-Cheung-2015,10
JUND,IER2,0.002573979,Co-expression,Wang-Cheung-2015,10
JUND,MAFF,0.002227515,Co-expression,Wang-Cheung-2015,10
JUND,GADD45B,0.003523614,Co-expression,Wang-Cheung-2015,10
JUND,PPP1R15A,0.002829871,Co-expression,Wang-Cheung-2015,10
ERRFI1,PER1,0.024876636,Co-expression,Innocenti-Brown-2011,10
KDM7A,CCNL1,0.012442135,Co-expression,Innocenti-Brown-2011,10
HIVEP2,KDM7A,0.009437588,Co-expression,Innocenti-Brown-2011,10
EGR1,CCNL1,0.01675936,Co-expression,Innocenti-Brown-2011,10
EGR3,NR4A3,0.01882243,Co-expression,Innocenti-Brown-2011,10
BTG2,NR4A3,0.016174804,Co-expression,Innocenti-Brown-2011,10
BTG2,EGR1,0.013722764,Co-expression,Innocenti-Brown-2011,10
BTG2,EGR3,0.011219627,Co-expression,Innocenti-Brown-2011,10
NR4A2,NR4A3,0.015424217,Co-expression,Innocenti-Brown-2011,10
NR4A2,EGR1,0.014355599,Co-expression,Innocenti-Brown-2011,10
NR4A2,EGR3,0.011025107,Co-expression,Innocenti-Brown-2011,10
NR4A2,BTG2,0.013081793,Co-expression,Innocenti-Brown-2011,10
JUNB,CCNL1,0.013280115,Co-expression,Innocenti-Brown-2011,10
JUNB,KDM6B,0.015020295,Co-expression,Innocenti-Brown-2011,10
JUNB,EGR1,0.01790995,Co-expression,Innocenti-Brown-2011,10
JUNB,BTG2,0.013384842,Co-expression,Innocenti-Brown-2011,10
FOS,CCNL1,0.012289071,Co-expression,Innocenti-Brown-2011,10
FOS,NR4A3,0.01409333,Co-expression,Innocenti-Brown-2011,10
FOS,EGR1,0.024344414,Co-expression,Innocenti-Brown-2011,10
FOS,EGR3,0.011436933,Co-expression,Innocenti-Brown-2011,10
FOS,BTG2,0.016807681,Co-expression,Innocenti-Brown-2011,10
FOS,NR4A2,0.014571134,Co-expression,Innocenti-Brown-2011,10
FOS,JUNB,0.016506266,Co-expression,Innocenti-Brown-2011,10
NR4A1,NR4A3,0.022361804,Co-expression,Innocenti-Brown-2011,10
NR4A1,EGR3,0.015578322,Co-expression,Innocenti-Brown-2011,10
NR4A1,BTG2,0.017321974,Co-expression,Innocenti-Brown-2011,10
NR4A1,NR4A2,0.023675647,Co-expression,Innocenti-Brown-2011,10
NR4A1,FOS,0.018795004,Co-expression,Innocenti-Brown-2011,10
FOSB,EGR1,0.013517251,Co-expression,Innocenti-Brown-2011,10
FOSB,EGR3,0.015649151,Co-expression,Innocenti-Brown-2011,10
FOSB,BTG2,0.012588465,Co-expression,Innocenti-Brown-2011,10
FOSB,NR4A2,0.013883383,Co-expression,Innocenti-Brown-2011,10
FOSB,FOS,0.017266579,Co-expression,Innocenti-Brown-2011,10
FOSB,NR4A1,0.02105011,Co-expression,Innocenti-Brown-2011,10
ZFP36,CCNL1,0.011910939,Co-expression,Innocenti-Brown-2011,10
ZFP36,KDM6B,0.015131408,Co-expression,Innocenti-Brown-2011,10
ZFP36,EGR1,0.01817953,Co-expression,Innocenti-Brown-2011,10
ZFP36,BTG2,0.011699048,Co-expression,Innocenti-Brown-2011,10
ZFP36,NR4A2,0.010153988,Co-expression,Innocenti-Brown-2011,10
ZFP36,JUNB,0.016690461,Co-expression,Innocenti-Brown-2011,10
ZFP36,FOS,0.017238315,Co-expression,Innocenti-Brown-2011,10
ZFP36,FOSB,0.010928903,Co-expression,Innocenti-Brown-2011,10
DUSP1,EGR1,0.017700467,Co-expression,Innocenti-Brown-2011,10
DUSP1,NR4A2,0.01894961,Co-expression,Innocenti-Brown-2011,10
DUSP1,FOS,0.01973946,Co-expression,Innocenti-Brown-2011,10
DUSP1,NR4A1,0.019200403,Co-expression,Innocenti-Brown-2011,10
DUSP1,FOSB,0.015139557,Co-expression,Innocenti-Brown-2011,10
DUSP1,ZFP36,0.014677012,Co-expression,Innocenti-Brown-2011,10
ATF3,CCNL1,0.014297638,Co-expression,Innocenti-Brown-2011,10
ATF3,EGR1,0.01601712,Co-expression,Innocenti-Brown-2011,10
ATF3,BTG2,0.01420257,Co-expression,Innocenti-Brown-2011,10
ATF3,NR4A2,0.012696968,Co-expression,Innocenti-Brown-2011,10
ATF3,FOS,0.015732903,Co-expression,Innocenti-Brown-2011,10
ATF3,FOSB,0.014035329,Co-expression,Innocenti-Brown-2011,10
ATF3,ZFP36,0.011975051,Co-expression,Innocenti-Brown-2011,10
EGR2,CCNL1,0.013219737,Co-expression,Innocenti-Brown-2011,10
EGR2,KDM7A,0.010484134,Co-expression,Innocenti-Brown-2011,10
EGR2,KDM6B,0.010763478,Co-expression,Innocenti-Brown-2011,10
EGR2,EGR1,0.022302404,Co-expression,Innocenti-Brown-2011,10
EGR2,BTG2,0.011586295,Co-expression,Innocenti-Brown-2011,10
EGR2,NR4A2,0.011138374,Co-expression,Innocenti-Brown-2011,10
EGR2,JUNB,0.013637711,Co-expression,Innocenti-Brown-2011,10
EGR2,FOS,0.016210357,Co-expression,Innocenti-Brown-2011,10
EGR2,FOSB,0.010435763,Co-expression,Innocenti-Brown-2011,10
EGR2,ZFP36,0.01196703,Co-expression,Innocenti-Brown-2011,10
EGR2,DUSP1,0.011871156,Co-expression,Innocenti-Brown-2011,10
EGR2,ATF3,0.013260691,Co-expression,Innocenti-Brown-2011,10
IER2,CCNL1,0.016203947,Co-expression,Innocenti-Brown-2011,10
IER2,EGR1,0.03257478,Co-expression,Innocenti-Brown-2011,10
IER2,BTG2,0.014082042,Co-expression,Innocenti-Brown-2011,10
IER2,NR4A2,0.012687401,Co-expression,Innocenti-Brown-2011,10
IER2,JUNB,0.018935822,Co-expression,Innocenti-Brown-2011,10
IER2,FOS,0.022017444,Co-expression,Innocenti-Brown-2011,10
IER2,ZFP36,0.016913135,Co-expression,Innocenti-Brown-2011,10
IER2,ATF3,0.015152806,Co-expression,Innocenti-Brown-2011,10
IER2,EGR2,0.021224158,Co-expression,Innocenti-Brown-2011,10
CYR61,EGR1,0.023889745,Co-expression,Innocenti-Brown-2011,10
CYR61,BTG2,0.017874107,Co-expression,Innocenti-Brown-2011,10
CYR61,NR4A2,0.016653266,Co-expression,Innocenti-Brown-2011,10
CYR61,JUNB,0.017536743,Co-expression,Innocenti-Brown-2011,10
CYR61,FOS,0.024730047,Co-expression,Innocenti-Brown-2011,10
CYR61,ZFP36,0.016955875,Co-expression,Innocenti-Brown-2011,10
CYR61,DUSP1,0.024246052,Co-expression,Innocenti-Brown-2011,10
CYR61,ATF3,0.018327128,Co-expression,Innocenti-Brown-2011,10
CYR61,EGR2,0.01844147,Co-expression,Innocenti-Brown-2011,10
CYR61,IER2,0.02359708,Co-expression,Innocenti-Brown-2011,10
MAFF,CCNL1,0.005910954,Co-expression,Innocenti-Brown-2011,10
MAFF,KDM7A,0.006724048,Co-expression,Innocenti-Brown-2011,10
MAFF,HIVEP2,0.004912922,Co-expression,Innocenti-Brown-2011,10
MAFF,KDM6B,0.007391103,Co-expression,Innocenti-Brown-2011,10
MAFF,TIPARP,0.007447837,Co-expression,Innocenti-Brown-2011,10
MAFF,EGR1,0.007856719,Co-expression,Innocenti-Brown-2011,10
MAFF,BTG2,0.006149026,Co-expression,Innocenti-Brown-2011,10
MAFF,NR4A2,0.005472832,Co-expression,Innocenti-Brown-2011,10
MAFF,JUNB,0.007545326,Co-expression,Innocenti-Brown-2011,10
MAFF,FOS,0.007215763,Co-expression,Innocenti-Brown-2011,10
MAFF,FOSB,0.005694717,Co-expression,Innocenti-Brown-2011,10
MAFF,ZFP36,0.007032656,Co-expression,Innocenti-Brown-2011,10
MAFF,ATF3,0.00818168,Co-expression,Innocenti-Brown-2011,10
MAFF,EGR2,0.005803075,Co-expression,Innocenti-Brown-2011,10
MAFF,IER2,0.007550508,Co-expression,Innocenti-Brown-2011,10
MAFF,CYR61,0.009920025,Co-expression,Innocenti-Brown-2011,10
HBEGF,EGR1,0.015795663,Co-expression,Innocenti-Brown-2011,10
HBEGF,BTG2,0.015223006,Co-expression,Innocenti-Brown-2011,10
HBEGF,NR4A2,0.015341221,Co-expression,Innocenti-Brown-2011,10
HBEGF,FOS,0.015530544,Co-expression,Innocenti-Brown-2011,10
HBEGF,NR4A1,0.019460097,Co-expression,Innocenti-Brown-2011,10
HBEGF,FOSB,0.016442496,Co-expression,Innocenti-Brown-2011,10
HBEGF,ZFP36,0.01257552,Co-expression,Innocenti-Brown-2011,10
HBEGF,ATF3,0.018580465,Co-expression,Innocenti-Brown-2011,10
HBEGF,EGR2,0.013429727,Co-expression,Innocenti-Brown-2011,10
HBEGF,MAFF,0.007535146,Co-expression,Innocenti-Brown-2011,10
SIK1,NR4A2,0.021949174,Co-expression,Innocenti-Brown-2011,10
SIK1,NR4A1,0.021870233,Co-expression,Innocenti-Brown-2011,10
SIK1,MAFF,0.007148029,Co-expression,Innocenti-Brown-2011,10
JUN,CCNL1,0.011672931,Co-expression,Innocenti-Brown-2011,10
JUN,EGR1,0.018725328,Co-expression,Innocenti-Brown-2011,10
JUN,BTG2,0.013318775,Co-expression,Innocenti-Brown-2011,10
JUN,FOS,0.018755596,Co-expression,Innocenti-Brown-2011,10
JUN,NR4A1,0.015317204,Co-expression,Innocenti-Brown-2011,10
JUN,FOSB,0.013554649,Co-expression,Innocenti-Brown-2011,10
JUN,ZFP36,0.011528038,Co-expression,Innocenti-Brown-2011,10
JUN,ATF3,0.014698982,Co-expression,Innocenti-Brown-2011,10
JUN,EGR2,0.013705625,Co-expression,Innocenti-Brown-2011,10
JUN,IER2,0.018075082,Co-expression,Innocenti-Brown-2011,10
JUN,CYR61,0.02078673,Co-expression,Innocenti-Brown-2011,10
JUN,MAFF,0.006468948,Co-expression,Innocenti-Brown-2011,10
JUN,HBEGF,0.013896928,Co-expression,Innocenti-Brown-2011,10
GADD45B,CCNL1,0.013294882,Co-expression,Innocenti-Brown-2011,10
GADD45B,TIPARP,0.015426486,Co-expression,Innocenti-Brown-2011,10
GADD45B,JUNB,0.01611501,Co-expression,Innocenti-Brown-2011,10
GADD45B,FOS,0.01340566,Co-expression,Innocenti-Brown-2011,10
GADD45B,ZFP36,0.013167786,Co-expression,Innocenti-Brown-2011,10
GADD45B,DUSP1,0.019255074,Co-expression,Innocenti-Brown-2011,10
GADD45B,ATF3,0.014359626,Co-expression,Innocenti-Brown-2011,10
GADD45B,MAFF,0.006897852,Co-expression,Innocenti-Brown-2011,10
GADD45B,SIK1,0.01776852,Co-expression,Innocenti-Brown-2011,10
PPP1R15A,CCNL1,0.005520831,Co-expression,Innocenti-Brown-2011,10
PPP1R15A,NR4A3,0.007831184,Co-expression,Innocenti-Brown-2011,10
PPP1R15A,KDM6B,0.008452954,Co-expression,Innocenti-Brown-2011,10
PPP1R15A,TIPARP,0.007479872,Co-expression,Innocenti-Brown-2011,10
PPP1R15A,EGR1,0.006661892,Co-expression,Innocenti-Brown-2011,10
PPP1R15A,BTG2,0.007995174,Co-expression,Innocenti-Brown-2011,10
PPP1R15A,JUNB,0.007615718,Co-expression,Innocenti-Brown-2011,10
PPP1R15A,FOS,0.009029995,Co-expression,Innocenti-Brown-2011,10
PPP1R15A,FOSB,0.007701624,Co-expression,Innocenti-Brown-2011,10
PPP1R15A,ZFP36,0.007425985,Co-expression,Innocenti-Brown-2011,10
PPP1R15A,ATF3,0.00900422,Co-expression,Innocenti-Brown-2011,10
PPP1R15A,EGR2,0.005657347,Co-expression,Innocenti-Brown-2011,10
PPP1R15A,IER2,0.007081363,Co-expression,Innocenti-Brown-2011,10
PPP1R15A,CYR61,0.010160171,Co-expression,Innocenti-Brown-2011,10
PPP1R15A,MAFF,0.00467708,Co-expression,Innocenti-Brown-2011,10
PPP1R15A,HBEGF,0.008957546,Co-expression,Innocenti-Brown-2011,10
PPP1R15A,JUN,0.007509379,Co-expression,Innocenti-Brown-2011,10
PPP1R15A,GADD45B,0.006767051,Co-expression,Innocenti-Brown-2011,10
MYC,CCNL1,0.015834026,Co-expression,Innocenti-Brown-2011,10
MYC,EGR1,0.020964812,Co-expression,Innocenti-Brown-2011,10
MYC,NR4A2,0.01464504,Co-expression,Innocenti-Brown-2011,10
MYC,JUNB,0.017820641,Co-expression,Innocenti-Brown-2011,10
MYC,FOS,0.018078748,Co-expression,Innocenti-Brown-2011,10
MYC,ZFP36,0.016177231,Co-expression,Innocenti-Brown-2011,10
MYC,DUSP1,0.024523571,Co-expression,Innocenti-Brown-2011,10
MYC,ATF3,0.017268602,Co-expression,Innocenti-Brown-2011,10
MYC,EGR2,0.015492654,Co-expression,Innocenti-Brown-2011,10
MYC,IER2,0.01895677,Co-expression,Innocenti-Brown-2011,10
MYC,MAFF,0.008665467,Co-expression,Innocenti-Brown-2011,10
MYC,GADD45B,0.01929697,Co-expression,Innocenti-Brown-2011,10
CEBPD,CCNL1,0.007219637,Co-expression,Innocenti-Brown-2011,10
CEBPD,NR4A2,0.009879148,Co-expression,Innocenti-Brown-2011,10
CEBPD,NR4A1,0.010273363,Co-expression,Innocenti-Brown-2011,10
CEBPD,DUSP1,0.010254759,Co-expression,Innocenti-Brown-2011,10
CEBPD,SIK1,0.011328169,Co-expression,Innocenti-Brown-2011,10
CEBPD,GADD45B,0.010412389,Co-expression,Innocenti-Brown-2011,10
DUSP2,NR4A3,0.01587935,Co-expression,Innocenti-Brown-2011,10
DUSP2,EGR3,0.012554366,Co-expression,Innocenti-Brown-2011,10
DUSP2,BTG2,0.015475451,Co-expression,Innocenti-Brown-2011,10
DUSP2,NR4A2,0.013994899,Co-expression,Innocenti-Brown-2011,10
DUSP2,FOS,0.017826932,Co-expression,Innocenti-Brown-2011,10
DUSP2,NR4A1,0.02018574,Co-expression,Innocenti-Brown-2011,10
DUSP2,FOSB,0.017115971,Co-expression,Innocenti-Brown-2011,10
DUSP2,ZFP36,0.012973616,Co-expression,Innocenti-Brown-2011,10
DUSP2,DUSP1,0.016754841,Co-expression,Innocenti-Brown-2011,10
DUSP2,ATF3,0.013455055,Co-expression,Innocenti-Brown-2011,10
DUSP2,CYR61,0.01957516,Co-expression,Innocenti-Brown-2011,10
DUSP2,MAFF,0.00611216,Co-expression,Innocenti-Brown-2011,10
DUSP2,HBEGF,0.017579833,Co-expression,Innocenti-Brown-2011,10
DUSP2,JUN,0.01450479,Co-expression,Innocenti-Brown-2011,10
DUSP2,PPP1R15A,0.008872559,Co-expression,Innocenti-Brown-2011,10
JUND,NR4A2,0.01007304,Co-expression,Innocenti-Brown-2011,10
JUND,NR4A1,0.013472656,Co-expression,Innocenti-Brown-2011,10
JUND,FOSB,0.011165237,Co-expression,Innocenti-Brown-2011,10
JUND,CEBPD,0.007338578,Co-expression,Innocenti-Brown-2011,10
JUND,PER2,0.010839098,Co-expression,Innocenti-Brown-2011,10
EGR1,NR4A3,0.01974278,Co-expression,Wu-Garvey-2007,10
EGR3,NR4A3,0.028511066,Co-expression,Wu-Garvey-2007,10
JUNB,NR4A3,0.028699629,Co-expression,Wu-Garvey-2007,10
JUNB,EGR1,0.023546228,Co-expression,Wu-Garvey-2007,10
JUNB,EGR3,0.027719015,Co-expression,Wu-Garvey-2007,10
JUNB,BTG2,0.012754451,Co-expression,Wu-Garvey-2007,10
FOS,NR4A3,0.026805302,Co-expression,Wu-Garvey-2007,10
FOS,EGR1,0.019825475,Co-expression,Wu-Garvey-2007,10
FOS,EGR3,0.02267274,Co-expression,Wu-Garvey-2007,10
FOS,BTG2,0.012079456,Co-expression,Wu-Garvey-2007,10
FOS,JUNB,0.027733343,Co-expression,Wu-Garvey-2007,10
NR4A1,NR4A3,0.024147576,Co-expression,Wu-Garvey-2007,10
NR4A1,KDM6B,0.017261662,Co-expression,Wu-Garvey-2007,10
NR4A1,EGR1,0.023262208,Co-expression,Wu-Garvey-2007,10
NR4A1,JUNB,0.025434611,Co-expression,Wu-Garvey-2007,10
NR4A1,FOS,0.02630384,Co-expression,Wu-Garvey-2007,10
FOSB,KDM6B,0.01300361,Co-expression,Wu-Garvey-2007,10
FOSB,INA,0.009564555,Co-expression,Wu-Garvey-2007,10
ZFP36,NR4A3,0.021006357,Co-expression,Wu-Garvey-2007,10
ZFP36,EGR3,0.022116743,Co-expression,Wu-Garvey-2007,10
ZFP36,BTG2,0.022539835,Co-expression,Wu-Garvey-2007,10
ZFP36,JUNB,0.02420183,Co-expression,Wu-Garvey-2007,10
ZFP36,FOS,0.02329516,Co-expression,Wu-Garvey-2007,10
ZFP36,NR4A1,0.019019444,Co-expression,Wu-Garvey-2007,10
DUSP1,NR4A3,0.026019104,Co-expression,Wu-Garvey-2007,10
DUSP1,EGR1,0.02064543,Co-expression,Wu-Garvey-2007,10
DUSP1,EGR3,0.01859012,Co-expression,Wu-Garvey-2007,10
DUSP1,BTG2,0.014788335,Co-expression,Wu-Garvey-2007,10
DUSP1,JUNB,0.026293607,Co-expression,Wu-Garvey-2007,10
DUSP1,FOS,0.02898694,Co-expression,Wu-Garvey-2007,10
DUSP1,NR4A1,0.023474293,Co-expression,Wu-Garvey-2007,10
DUSP1,ZFP36,0.025304137,Co-expression,Wu-Garvey-2007,10
ATF3,NR4A3,0.020748453,Co-expression,Wu-Garvey-2007,10
ATF3,EGR3,0.027392427,Co-expression,Wu-Garvey-2007,10
EGR2,EGR3,0.021291843,Co-expression,Wu-Garvey-2007,10
IER2,NR4A3,0.018126827,Co-expression,Wu-Garvey-2007,10
IER2,EGR3,0.01565964,Co-expression,Wu-Garvey-2007,10
IER2,BTG2,0.015366502,Co-expression,Wu-Garvey-2007,10
IER2,JUNB,0.021684734,Co-expression,Wu-Garvey-2007,10
IER2,FOS,0.023185102,Co-expression,Wu-Garvey-2007,10
IER2,NR4A1,0.017678862,Co-expression,Wu-Garvey-2007,10
IER2,ZFP36,0.018280385,Co-expression,Wu-Garvey-2007,10
IER2,DUSP1,0.01784724,Co-expression,Wu-Garvey-2007,10
CYR61,NR4A3,0.026614234,Co-expression,Wu-Garvey-2007,10
CYR61,EGR3,0.033883512,Co-expression,Wu-Garvey-2007,10
CYR61,BTG2,0.013238054,Co-expression,Wu-Garvey-2007,10
CYR61,JUNB,0.026390912,Co-expression,Wu-Garvey-2007,10
CYR61,FOS,0.025210543,Co-expression,Wu-Garvey-2007,10
CYR61,NR4A1,0.019870168,Co-expression,Wu-Garvey-2007,10
CYR61,ZFP36,0.021133088,Co-expression,Wu-Garvey-2007,10
CYR61,DUSP1,0.02473326,Co-expression,Wu-Garvey-2007,10
CYR61,ATF3,0.022812298,Co-expression,Wu-Garvey-2007,10
CYR61,IER2,0.0170857,Co-expression,Wu-Garvey-2007,10
MAFF,NR4A3,0.027049957,Co-expression,Wu-Garvey-2007,10
MAFF,EGR3,0.028709957,Co-expression,Wu-Garvey-2007,10
MAFF,BTG2,0.017693676,Co-expression,Wu-Garvey-2007,10
MAFF,JUNB,0.028473241,Co-expression,Wu-Garvey-2007,10
MAFF,FOS,0.022477746,Co-expression,Wu-Garvey-2007,10
MAFF,NR4A1,0.02211451,Co-expression,Wu-Garvey-2007,10
MAFF,ZFP36,0.025942512,Co-expression,Wu-Garvey-2007,10
MAFF,DUSP1,0.023890633,Co-expression,Wu-Garvey-2007,10
MAFF,IER2,0.019848863,Co-expression,Wu-Garvey-2007,10
MAFF,CYR61,0.027668532,Co-expression,Wu-Garvey-2007,10
HBEGF,NR4A3,0.021792054,Co-expression,Wu-Garvey-2007,10
HBEGF,KDM6B,0.019112127,Co-expression,Wu-Garvey-2007,10
HBEGF,EGR3,0.025321104,Co-expression,Wu-Garvey-2007,10
HBEGF,BTG2,0.019403648,Co-expression,Wu-Garvey-2007,10
HBEGF,JUNB,0.024771595,Co-expression,Wu-Garvey-2007,10
HBEGF,FOS,0.023531612,Co-expression,Wu-Garvey-2007,10
HBEGF,NR4A1,0.02277072,Co-expression,Wu-Garvey-2007,10
HBEGF,FOSB,0.008591584,Co-expression,Wu-Garvey-2007,10
HBEGF,ZFP36,0.021771314,Co-expression,Wu-Garvey-2007,10
HBEGF,DUSP1,0.021621343,Co-expression,Wu-Garvey-2007,10
HBEGF,IER2,0.021826332,Co-expression,Wu-Garvey-2007,10
